percent_adult_covid_admissions,percent_pediatric_covid_admissions,percent_hospitals_previous_day_admission_adult_covid_confirmed,percent_hospitals_previous_day_admission_pediatric_covid_confirmed,percent_hospitals_previous_day_admission_influenza_confirmed,percent_hospitals_total_patients_hospitalized_confirmed_influenza,percent_hospitals_icu_patients_confirmed_influenza,percent_hospitals_inpatient_beds,percent_hospitals_total_icu_beds,percent_hospitals_inpatient_beds_used,percent_hospitals_icu_beds_used,percent_hospitals_percent_inpatient_beds_occupied,percent_hospitals_percent_staff_icu_beds_occupied,percent_hospitals_percent_inpatient_beds_covid,percent_hospitals_percent_inpatient_beds_influenza,percent_hospitals_percent_staff_icu_beds_covid,percent_hospitals_percent_icu_beds_influenza,percent_hospitals_admissions_all_covid_confirmed,percent_hospitals_total_patients_hospitalized_covid_confirmed,percent_hospitals_staff_icu_patients_covid_confirmed,avg_total_patients_hospitalized_covid_confirmed,avg_total_patients_hospitalized_influenza_confirmed,avg_staff_icu_patients_covid_confirmed,avg_icu_patients_influenza_confirmed,avg_inpatient_beds,avg_total_icu_beds,avg_inpatient_beds_used,avg_icu_beds_used,avg_percent_inpatient_beds_occupied,avg_percent_staff_icu_beds_occupied,avg_percent_inpatient_beds_covid,avg_percent_inpatient_beds_influenza,avg_percent_staff_icu_beds_covid,avg_percent_icu_beds_influenza,total_admissions_all_influenza_confirmed,total_admissions_all_covid_confirmed,total_admissions_pediatric_covid_confirmed,total_admissions_adult_covid_confirmed,latitude,longitude,year,month,day
0.9538,0.0462,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,313.0,11.0,32.0,2.0,6418.0,796.0,5088.0,578.0,0.7928,0.7265,0.0488,0.0016,0.0398,0.0022,12.0,368.0,17.0,351.0,44.0,-120.5,2022.0,6.0,25.0
0.9461,0.0539,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,148.0,44.0,12.0,6.0,6561.0,753.0,5096.0,540.0,0.7767,0.7176,0.0226,0.0068,0.0161,0.008,64.0,167.0,9.0,158.0,44.0,-120.5,2024.0,2.0,24.0
0.9453,0.0547,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,221.0,392.0,29.0,34.0,20339.0,2828.0,15481.0,2102.0,0.7611,0.743,0.0109,0.0193,0.0104,0.012,408.0,256.0,14.0,242.0,44.182205,-84.506836,2024.0,4.0,13.0
0.994,0.006,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.972,0.9813,0.972,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.972,1246.0,8.0,369.0,2.0,17597.0,3204.0,11671.0,2182.0,0.6632,0.697,0.0708,0.0005,0.1153,0.0005,19.0,1160.0,7.0,1153.0,35.860119,-86.660156,2020.0,10.0,31.0
0.9415,0.0585,0.9533,0.9533,0.9533,0.9533,0.9533,0.9533,0.9533,0.9533,0.9533,0.9533,0.9533,0.9533,0.9533,0.9533,0.9533,0.9533,0.9533,0.9533,690.0,93.0,102.0,8.0,17387.0,3271.0,12932.0,2194.0,0.7438,0.6708,0.0397,0.0054,0.0312,0.0024,69.0,530.0,31.0,499.0,35.860119,-86.660156,2023.0,1.0,28.0
0.9545,0.0455,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,1295.0,47.0,233.0,6.0,58668.0,9934.0,44350.0,6670.0,0.7559,0.6714,0.0221,0.0008,0.0235,0.0006,76.0,989.0,45.0,944.0,36.778259,-119.417931,2022.0,4.0,9.0
0.9604,0.0396,0.9889,0.9889,0.8111,0.8111,0.8111,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.8111,0.9889,0.8111,0.9889,0.9889,0.9889,1019.0,16.0,380.0,1.0,10256.0,1700.0,6995.0,1166.0,0.682,0.6857,0.0994,0.0022,0.2236,0.0006,47.0,1161.0,46.0,1115.0,39.113014,-105.358887,2022.0,1.0,1.0
0.9899,0.0101,0.9859,0.9789,0.8662,0.8662,0.8662,0.9577,0.9859,0.9577,0.9577,0.9577,0.9577,0.9507,0.831,0.9789,0.8662,0.9859,0.9789,0.9577,1345.0,5.0,390.0,1.0,17678.0,3086.0,13744.0,2383.0,0.7774,0.7812,0.0735,0.0003,0.1264,0.0006,4.0,1788.0,18.0,1770.0,33.247875,-83.441162,2020.0,10.0,31.0
0.9757,0.0243,0.9789,0.9789,0.8732,0.8732,0.8732,0.9155,0.9789,0.9155,0.9789,0.9155,0.9789,0.9155,0.8099,0.9789,0.8732,0.9789,0.9789,0.9789,1690.0,6.0,436.0,3.0,17874.0,3206.0,14365.0,2505.0,0.8037,0.7811,0.0883,0.0003,0.136,0.0011,6.0,2348.0,57.0,2291.0,33.247875,-83.441162,2021.0,8.0,7.0
0.9682,0.0318,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,384.0,15.0,38.0,2.0,9036.0,1302.0,7601.0,1035.0,0.841,0.7947,0.0425,0.0016,0.0295,0.0018,17.0,440.0,14.0,426.0,46.39241,-94.63623,2022.0,5.0,21.0
0.9603,0.0397,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,86.0,6.0,15.0,1.0,10086.0,1595.0,6547.0,967.0,0.6492,0.6061,0.0085,0.0006,0.0095,0.0008,10.0,126.0,5.0,121.0,39.113014,-105.358887,2023.0,6.0,3.0
0.9922,0.0078,0.9189,0.9189,0.9189,0.9189,0.9189,0.9189,0.9189,0.9189,0.8919,0.9189,0.8919,0.9189,0.9189,0.9189,0.9189,0.9189,0.9189,0.8919,639.0,2.0,180.0,1.0,3234.0,619.0,2288.0,365.0,0.7075,0.7658,0.2004,0.0006,0.2912,0.0011,1.0,513.0,4.0,509.0,34.307144,-106.018066,2020.0,12.0,5.0
0.9373,0.0627,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,245.0,44.0,23.0,3.0,7393.0,1218.0,5613.0,790.0,0.7593,0.6484,0.0332,0.006,0.0188,0.0026,76.0,351.0,22.0,329.0,41.599998,-72.699997,2022.0,5.0,14.0
0.9705,0.0295,1.0,1.0,0.984,0.984,0.984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.984,1.0,0.984,1.0,1.0,1.0,729.0,1.0,210.0,1.0,9688.0,1416.0,7750.0,1145.0,0.7998,0.8082,0.0752,0.0001,0.1482,0.0004,3.0,643.0,19.0,624.0,46.39241,-94.63623,2021.0,9.0,25.0
0.9852,0.0148,0.9789,0.9789,0.9789,0.9789,0.9789,0.9577,0.9789,0.9577,0.9648,0.9577,0.9648,0.9577,0.9577,0.9789,0.9789,0.9789,0.9789,0.9648,1937.0,16.0,568.0,2.0,16152.0,2791.0,12561.0,2132.0,0.7778,0.77,0.1168,0.001,0.2047,0.0005,13.0,1827.0,27.0,1800.0,33.247875,-83.441162,2021.0,3.0,6.0
0.9639,0.0361,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,283.0,76.0,37.0,9.0,9732.0,1296.0,8334.0,908.0,0.8563,0.7009,0.0291,0.0078,0.0283,0.0073,121.0,277.0,10.0,267.0,39.045753,-76.641273,2024.0,2.0,24.0
0.806,0.194,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,58.0,65.0,6.0,14.0,3928.0,583.0,3122.0,351.0,0.7948,0.6028,0.0146,0.0166,0.0105,0.0233,69.0,67.0,13.0,54.0,34.307144,-106.018066,2024.0,2.0,24.0
0.9565,0.0435,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,898.0,461.0,118.0,62.0,24717.0,4092.0,19422.0,2901.0,0.7856,0.7091,0.0363,0.0186,0.0289,0.015,15.0,1057.0,46.0,1011.0,40.367474,-82.996216,2022.0,10.0,8.0
0.9197,0.0803,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,87.0,8.0,13.0,2.0,5650.0,903.0,3481.0,604.0,0.6161,0.6696,0.0153,0.0014,0.0139,0.0025,7.0,137.0,11.0,126.0,39.41922,-111.950684,2023.0,2.0,18.0
0.9782,0.0218,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,365.0,89.0,39.0,17.0,9768.0,1312.0,8327.0,916.0,0.8524,0.6981,0.0373,0.0091,0.0295,0.0126,113.0,321.0,7.0,314.0,39.045753,-76.641273,2024.0,2.0,10.0
0.9715,0.0285,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,185.0,12.0,20.0,3.0,25407.0,4141.0,19653.0,2870.0,0.7732,0.693,0.0073,0.0005,0.0049,0.0008,10.0,316.0,9.0,307.0,40.367474,-82.996216,2023.0,8.0,19.0
0.8971,0.1029,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,88.0,9.0,15.0,2.0,5634.0,903.0,3506.0,601.0,0.6223,0.6661,0.0157,0.0016,0.0161,0.0027,7.0,136.0,14.0,122.0,39.41922,-111.950684,2023.0,2.0,4.0
0.9513,0.0487,0.9686,0.9686,0.9686,0.9686,0.9686,0.9686,0.9686,0.9686,0.9686,0.9686,0.9686,0.9686,0.9686,0.9686,0.9686,0.9686,0.9686,0.9686,747.0,153.0,83.0,23.0,61078.0,9713.0,47857.0,6616.0,0.7835,0.6811,0.0121,0.0025,0.0086,0.0024,171.0,944.0,46.0,898.0,36.778259,-119.417931,2024.0,3.0,30.0
0.9345,0.0655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,324.0,16.0,24.0,1.0,6630.0,821.0,5147.0,584.0,0.7762,0.7102,0.0489,0.0024,0.0296,0.0016,28.0,351.0,23.0,328.0,44.0,-120.5,2022.0,6.0,11.0
0.9615,0.0385,0.9745,0.9745,0.9745,0.9745,0.9745,0.9745,0.9745,0.9745,0.9618,0.9745,0.9618,0.9745,0.9745,0.9745,0.9745,0.9745,0.9745,0.9745,297.0,94.0,26.0,10.0,36722.0,4032.0,27356.0,2596.0,0.7447,0.6687,0.008,0.0025,0.0065,0.0023,127.0,312.0,12.0,300.0,43.0,-75.0,2024.0,5.0,11.0
0.9753,0.0247,0.5143,0.5143,0.5143,0.5143,0.5143,0.5114,0.5114,0.5114,0.5114,0.5114,0.5114,0.5114,0.5114,0.5114,0.5114,0.5143,0.5114,0.5114,626.0,52.0,47.0,5.0,33670.0,5212.0,25682.0,3502.0,0.7628,0.6718,0.0186,0.0015,0.009,0.0009,45.0,1012.0,25.0,987.0,36.778259,-119.417931,2024.0,7.0,6.0
0.9451,0.0549,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,1162.0,457.0,151.0,61.0,24477.0,4130.0,19257.0,2872.0,0.7866,0.6953,0.0475,0.0187,0.0365,0.0148,11.0,1604.0,88.0,1516.0,40.367474,-82.996216,2022.0,7.0,30.0
0.9518,0.0482,0.989,0.989,0.989,0.989,0.989,0.9834,0.989,0.9834,0.989,0.9834,0.989,0.9834,0.9834,0.989,0.989,0.989,0.989,0.989,752.0,48.0,108.0,4.0,25117.0,4142.0,20119.0,2986.0,0.8009,0.7225,0.0299,0.0019,0.0262,0.0011,47.0,995.0,48.0,947.0,40.367474,-82.996216,2023.0,2.0,25.0
0.9863,0.0137,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,72.0,40.0,7.0,6.0,6553.0,768.0,5052.0,559.0,0.7708,0.7269,0.0111,0.0062,0.0095,0.0076,51.0,73.0,1.0,72.0,44.0,-120.5,2024.0,4.0,13.0
0.9472,0.0528,0.9834,0.9834,0.9779,0.9779,0.9779,0.9834,0.9834,0.9834,0.9724,0.9834,0.9724,0.9834,0.9779,0.9834,0.9779,0.9834,0.9834,0.9834,4930.0,81.0,978.0,10.0,26099.0,4629.0,20879.0,3450.0,0.8,0.7573,0.189,0.0032,0.2113,0.0021,32.0,4542.0,240.0,4302.0,40.367474,-82.996216,2022.0,2.0,5.0
0.971,0.029,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,310.0,3.0,31.0,1.0,9557.0,1262.0,7895.0,849.0,0.8261,0.6727,0.0324,0.0003,0.0245,0.0006,4.0,310.0,9.0,301.0,39.045753,-76.641273,2023.0,10.0,7.0
0.9788,0.0213,0.972,0.972,0.5794,0.6075,0.5794,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.6075,0.972,0.5794,0.972,0.972,0.972,1048.0,44.0,297.0,12.0,17261.0,3300.0,12580.0,2349.0,0.7288,0.7117,0.0607,0.0034,0.0901,0.0052,31.0,800.0,17.0,783.0,35.860119,-86.660156,2021.0,12.0,25.0
0.9439,0.0561,1.0,1.0,1.0,1.0,1.0,0.9936,1.0,0.9936,1.0,0.9936,1.0,0.9936,0.9936,1.0,1.0,1.0,1.0,1.0,1333.0,29.0,214.0,5.0,42285.0,5456.0,32537.0,3853.0,0.7694,0.7061,0.0312,0.0007,0.0393,0.0009,55.0,856.0,48.0,808.0,43.0,-75.0,2022.0,3.0,19.0
0.8892,0.1108,0.9718,0.9718,0.9718,0.9718,0.9718,0.9718,0.9718,0.9718,0.9718,0.9718,0.9718,0.9718,0.9718,0.9718,0.9718,0.9718,0.9718,0.9718,370.0,98.0,66.0,68.0,20416.0,3042.0,15647.0,2424.0,0.7664,0.7968,0.0181,0.0048,0.0218,0.0225,54.0,361.0,40.0,321.0,33.247875,-83.441162,2023.0,4.0,8.0
0.9793,0.0207,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,728.0,8.0,150.0,1.0,7645.0,1337.0,6221.0,797.0,0.8139,0.5964,0.0953,0.0011,0.1123,0.0009,18.0,772.0,16.0,756.0,41.599998,-72.699997,2021.0,12.0,25.0
0.97,0.03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,324.0,7.0,42.0,1.0,9882.0,1318.0,8239.0,920.0,0.8338,0.6981,0.0328,0.0008,0.0318,0.0011,13.0,300.0,9.0,291.0,39.045753,-76.641273,2023.0,3.0,11.0
0.9691,0.0309,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,0.9857,634.0,27.0,72.0,5.0,19856.0,2915.0,15536.0,2113.0,0.7822,0.7249,0.032,0.0014,0.0245,0.0017,33.0,679.0,21.0,658.0,44.182205,-84.506836,2023.0,3.0,25.0
0.9673,0.0327,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,378.0,6.0,36.0,2.0,9156.0,1317.0,7648.0,1023.0,0.8353,0.7767,0.0412,0.0007,0.0276,0.0013,6.0,336.0,11.0,325.0,46.39241,-94.63623,2023.0,3.0,4.0
0.925,0.075,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,249.0,5.0,23.0,1.0,9596.0,1277.0,8032.0,872.0,0.8369,0.683,0.0259,0.0005,0.0184,0.0006,9.0,280.0,21.0,259.0,39.045753,-76.641273,2023.0,10.0,28.0
0.9268,0.0732,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,177.0,31.0,31.0,4.0,6851.0,785.0,4546.0,546.0,0.6635,0.6959,0.0258,0.0045,0.0392,0.0047,56.0,205.0,15.0,190.0,42.032974,-93.581543,2022.0,3.0,12.0
0.9649,0.0351,1.0,1.0,1.0,1.0,1.0,0.9792,1.0,0.9792,1.0,0.9792,1.0,0.9792,0.9792,1.0,1.0,1.0,1.0,1.0,316.0,24.0,32.0,1.0,9635.0,1434.0,7702.0,930.0,0.7993,0.6486,0.0323,0.0024,0.0225,0.0005,54.0,370.0,13.0,357.0,39.045753,-76.641273,2022.0,5.0,21.0
0.9563,0.0437,0.9743,0.9743,0.9743,0.9743,0.9743,0.9743,0.9743,0.9743,0.9743,0.9743,0.9743,0.9743,0.9743,0.9743,0.9743,0.9743,0.9743,0.9743,2523.0,234.0,283.0,21.0,57775.0,9754.0,44701.0,6537.0,0.7736,0.6702,0.0437,0.0041,0.0291,0.0021,364.0,3271.0,143.0,3128.0,36.778259,-119.417931,2022.0,6.0,18.0
0.9722,0.0278,0.9333,0.9333,0.9333,0.9333,0.9333,0.9333,0.9333,0.9333,0.9333,0.9333,0.9333,0.9333,0.9333,0.9333,0.9333,0.9333,0.9333,0.9333,35.0,14.0,4.0,1.0,7414.0,1059.0,5351.0,747.0,0.7218,0.7053,0.0048,0.0019,0.004,0.0008,2.0,72.0,2.0,70.0,41.599998,-72.699997,2024.0,6.0,22.0
0.96,0.04,1.0,1.0,0.9492,0.9492,0.9492,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9492,1.0,0.9492,1.0,1.0,1.0,1075.0,3.0,157.0,1.0,6752.0,856.0,5459.0,648.0,0.8084,0.7573,0.1592,0.0004,0.1832,0.0009,5.0,924.0,37.0,887.0,44.0,-120.5,2022.0,2.0,5.0
0.9673,0.0327,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,637.0,311.0,68.0,51.0,43963.0,5489.0,35415.0,3954.0,0.8055,0.7204,0.0145,0.0071,0.0124,0.0092,353.0,551.0,18.0,533.0,43.0,-75.0,2024.0,3.0,30.0
0.9671,0.0329,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,300.0,373.0,40.0,55.0,20385.0,2861.0,15876.0,2185.0,0.7786,0.7637,0.0147,0.0183,0.0141,0.019,494.0,304.0,10.0,294.0,44.182205,-84.506836,2024.0,3.0,30.0
0.9731,0.0269,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,273.0,70.0,28.0,6.0,7815.0,1066.0,5763.0,783.0,0.7374,0.7349,0.0349,0.0089,0.0261,0.0056,120.0,334.0,9.0,325.0,41.599998,-72.699997,2023.0,12.0,23.0
0.9466,0.0534,0.9786,0.9786,0.9786,0.9786,0.9786,0.9786,0.9786,0.9786,0.9786,0.9786,0.9786,0.9786,0.9786,0.9786,0.9786,0.9786,0.9786,0.9786,1184.0,780.0,159.0,115.0,19453.0,2920.0,15192.0,2172.0,0.7804,0.7437,0.0609,0.0401,0.0543,0.0395,1136.0,1160.0,62.0,1098.0,44.182205,-84.506836,2023.0,1.0,7.0
0.9742,0.0258,0.9718,0.9718,0.838,0.838,0.838,0.8732,0.9718,0.8732,0.9577,0.8732,0.9577,0.8732,0.7394,0.9718,0.838,0.9718,0.9718,0.9577,3859.0,8.0,934.0,2.0,17336.0,3240.0,14451.0,2641.0,0.8336,0.8172,0.2039,0.0003,0.2882,0.0008,9.0,4265.0,110.0,4155.0,33.247875,-83.441162,2021.0,8.0,21.0
0.9823,0.0177,0.9792,0.9792,0.9792,0.9792,0.9792,0.9583,0.9792,0.9583,0.9792,0.9583,0.9792,0.9583,0.9583,0.9792,0.9792,0.9792,0.9792,0.9792,514.0,165.0,49.0,21.0,9450.0,1282.0,7810.0,872.0,0.8265,0.6801,0.0543,0.0175,0.038,0.0164,326.0,566.0,10.0,556.0,39.045753,-76.641273,2024.0,1.0,6.0
0.9689,0.0311,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,302.0,35.0,41.0,1.0,18569.0,3292.0,13266.0,2218.0,0.7141,0.6733,0.0164,0.0019,0.0126,0.0004,41.0,289.0,9.0,280.0,35.860119,-86.660156,2023.0,10.0,7.0
0.9907,0.0093,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,232.0,17.0,38.0,2.0,19818.0,2880.0,15078.0,2084.0,0.7606,0.7235,0.0117,0.0009,0.0131,0.0007,18.0,216.0,2.0,214.0,44.182205,-84.506836,2023.0,6.0,3.0
0.9512,0.0488,0.8143,0.8143,0.8143,0.8143,0.8143,0.8143,0.8143,0.8143,0.8143,0.8143,0.8143,0.8143,0.8143,0.8143,0.8143,0.8143,0.8143,0.8143,148.0,7.0,15.0,1.0,15613.0,2282.0,12140.0,1760.0,0.7769,0.7711,0.0095,0.0004,0.0066,0.0002,9.0,164.0,8.0,156.0,44.182205,-84.506836,2024.0,7.0,20.0
0.9871,0.0129,0.9789,0.9789,0.9789,0.9789,0.9789,0.9366,0.9789,0.9366,0.9718,0.9366,0.9718,0.9366,0.9366,0.9789,0.9789,0.9789,0.9789,0.9718,3253.0,19.0,851.0,6.0,17501.0,3184.0,14248.0,2691.0,0.8142,0.8471,0.1657,0.001,0.2673,0.0019,14.0,3259.0,42.0,3217.0,33.247875,-83.441162,2020.0,12.0,26.0
0.9394,0.0606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,545.0,17.0,94.0,2.0,6925.0,874.0,4753.0,642.0,0.6863,0.7349,0.0788,0.0024,0.1071,0.0018,45.0,578.0,35.0,543.0,42.032974,-93.581543,2022.0,2.0,19.0
0.9578,0.0422,1.0,1.0,1.0,1.0,1.0,0.9873,1.0,0.9873,1.0,0.9873,1.0,0.9873,0.9873,1.0,1.0,1.0,1.0,1.0,2441.0,113.0,220.0,14.0,42100.0,5440.0,33130.0,3956.0,0.7869,0.7271,0.0573,0.0027,0.0405,0.0026,152.0,2538.0,107.0,2431.0,43.0,-75.0,2022.0,6.0,4.0
0.981,0.019,1.0,1.0,0.8522,0.8522,0.8522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8522,1.0,0.8522,1.0,1.0,1.0,1138.0,7.0,211.0,2.0,7723.0,1010.0,5124.0,715.0,0.6635,0.7083,0.1474,0.0012,0.2091,0.0035,16.0,1370.0,26.0,1344.0,42.032974,-93.581543,2020.0,11.0,21.0
0.9776,0.0224,0.9829,0.98,0.8886,0.8886,0.8886,0.9829,0.9829,0.9829,0.98,0.9829,0.98,0.98,0.8886,0.98,0.8886,0.9829,0.98,0.98,1258.0,7.0,299.0,1.0,57399.0,10206.0,42751.0,6634.0,0.7446,0.65,0.0219,0.0001,0.0293,0.0001,8.0,1383.0,31.0,1352.0,36.778259,-119.417931,2021.0,7.0,17.0
0.9227,0.0773,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,126.0,70.0,21.0,12.0,10129.0,1532.0,6804.0,979.0,0.6717,0.639,0.0125,0.0069,0.0135,0.0077,137.0,220.0,17.0,203.0,39.113014,-105.358887,2024.0,2.0,24.0
0.9731,0.0269,0.52,0.52,0.52,0.52,0.52,0.5171,0.5171,0.5171,0.5171,0.5171,0.5171,0.5171,0.5171,0.5171,0.5171,0.52,0.5171,0.5171,382.0,57.0,30.0,4.0,34044.0,5343.0,26216.0,3558.0,0.77,0.6659,0.0112,0.0017,0.0057,0.0007,56.0,594.0,16.0,578.0,36.778259,-119.417931,2024.0,6.0,15.0
0.9441,0.0559,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,81.0,11.0,10.0,2.0,6777.0,806.0,4378.0,542.0,0.6461,0.6721,0.012,0.0016,0.0126,0.0023,20.0,143.0,8.0,135.0,42.032974,-93.581543,2022.0,5.0,14.0
0.9724,0.0276,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,107.0,164.0,18.0,37.0,3464.0,578.0,2480.0,422.0,0.7159,0.73,0.0309,0.0472,0.0314,0.0648,274.0,145.0,4.0,141.0,34.307144,-106.018066,2023.0,1.0,7.0
0.9528,0.0472,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,929.0,159.0,130.0,19.0,25097.0,4143.0,20208.0,3084.0,0.8051,0.7444,0.037,0.0063,0.0313,0.0046,311.0,1165.0,55.0,1110.0,40.367474,-82.996216,2022.0,11.0,26.0
0.992,0.008,0.9789,0.9789,0.9789,0.9789,0.9789,0.9296,0.9789,0.9296,0.9648,0.9296,0.9648,0.9296,0.9296,0.9789,0.9789,0.9789,0.9789,0.9648,4545.0,25.0,1049.0,4.0,17290.0,3212.0,14054.0,2652.0,0.8127,0.8276,0.2392,0.0014,0.3265,0.0012,21.0,4897.0,39.0,4858.0,33.247875,-83.441162,2021.0,1.0,9.0
0.9393,0.0607,0.54,0.54,0.54,0.54,0.54,0.5371,0.5371,0.5371,0.5371,0.5371,0.5371,0.5371,0.5371,0.5371,0.5371,0.54,0.5371,0.5371,314.0,52.0,31.0,6.0,34231.0,5354.0,26302.0,3529.0,0.7684,0.6591,0.0092,0.0015,0.0058,0.0011,39.0,494.0,30.0,464.0,36.778259,-119.417931,2024.0,6.0,1.0
0.958,0.042,0.9834,0.9834,0.9779,0.9779,0.9779,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9779,0.9834,0.9779,0.9834,0.9834,0.9834,2449.0,2.0,705.0,1.0,27154.0,4930.0,20972.0,3629.0,0.7723,0.7404,0.0902,0.0001,0.143,0.0002,9.0,2095.0,88.0,2007.0,40.367474,-82.996216,2021.0,11.0,6.0
