percent_adult_covid_admissions,percent_pediatric_covid_admissions,percent_hospitals_previous_day_admission_adult_covid_confirmed,percent_hospitals_previous_day_admission_pediatric_covid_confirmed,percent_hospitals_previous_day_admission_influenza_confirmed,percent_hospitals_total_patients_hospitalized_confirmed_influenza,percent_hospitals_icu_patients_confirmed_influenza,percent_hospitals_inpatient_beds,percent_hospitals_total_icu_beds,percent_hospitals_inpatient_beds_used,percent_hospitals_icu_beds_used,percent_hospitals_percent_inpatient_beds_occupied,percent_hospitals_percent_staff_icu_beds_occupied,percent_hospitals_percent_inpatient_beds_covid,percent_hospitals_percent_inpatient_beds_influenza,percent_hospitals_percent_staff_icu_beds_covid,percent_hospitals_percent_icu_beds_influenza,percent_hospitals_admissions_all_covid_confirmed,percent_hospitals_total_patients_hospitalized_covid_confirmed,percent_hospitals_staff_icu_patients_covid_confirmed,avg_total_patients_hospitalized_covid_confirmed,avg_total_patients_hospitalized_influenza_confirmed,avg_staff_icu_patients_covid_confirmed,avg_icu_patients_influenza_confirmed,avg_inpatient_beds,avg_total_icu_beds,avg_inpatient_beds_used,avg_icu_beds_used,avg_percent_inpatient_beds_occupied,avg_percent_staff_icu_beds_occupied,avg_percent_inpatient_beds_covid,avg_percent_inpatient_beds_influenza,avg_percent_staff_icu_beds_covid,avg_percent_icu_beds_influenza,total_admissions_all_influenza_confirmed,total_admissions_all_covid_confirmed,total_admissions_pediatric_covid_confirmed,total_admissions_adult_covid_confirmed,latitude,longitude,year,month,day
0.9399,0.0601,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,169.0,47.0,17.0,7.0,6597.0,773.0,5147.0,561.0,0.7802,0.7252,0.0257,0.0071,0.0214,0.0096,89.0,183.0,11.0,172.0,44.0,-120.5,2024.0,3.0,2.0
0.9783,0.0217,0.9648,0.9648,0.9648,0.9648,0.9648,0.9225,0.9648,0.9225,0.9648,0.9225,0.9648,0.9225,0.9225,0.9648,0.9648,0.9648,0.9648,0.9648,683.0,219.0,93.0,79.0,16279.0,2817.0,13425.0,2347.0,0.8243,0.833,0.0389,0.0133,0.0331,0.0281,176.0,782.0,17.0,765.0,33.247875,-83.441162,2022.0,12.0,17.0
0.9798,0.0202,0.9718,0.9718,0.8662,0.8662,0.8662,0.9296,0.9718,0.9296,0.9718,0.9296,0.9718,0.9296,0.8239,0.9718,0.8662,0.9718,0.9718,0.9718,984.0,9.0,268.0,2.0,17906.0,3181.0,14098.0,2454.0,0.7873,0.7721,0.052,0.0006,0.0842,0.0007,10.0,1337.0,27.0,1310.0,33.247875,-83.441162,2021.0,7.0,31.0
0.9482,0.0518,0.9789,0.9789,0.9789,0.9789,0.9789,0.9507,0.9789,0.9507,0.9789,0.9507,0.9789,0.9507,0.9507,0.9789,0.9789,0.9789,0.9789,0.9789,1000.0,21.0,128.0,32.0,17241.0,3023.0,13636.0,2289.0,0.791,0.7574,0.054,0.0012,0.0424,0.0106,21.0,1217.0,63.0,1154.0,33.247875,-83.441162,2022.0,7.0,16.0
0.9903,0.0097,0.9459,0.9189,0.8919,0.8919,0.8919,0.9459,0.9459,0.9459,0.9189,0.9459,0.9189,0.9189,0.8919,0.9189,0.8919,0.9459,0.9189,0.9189,199.0,1.0,73.0,1.0,2745.0,452.0,1829.0,329.0,0.6658,0.7303,0.0727,0.0004,0.1634,0.0024,1.0,207.0,2.0,205.0,34.307144,-106.018066,2020.0,10.0,31.0
0.9715,0.0285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,409.0,10.0,77.0,3.0,9524.0,1360.0,6789.0,944.0,0.7126,0.6944,0.0429,0.001,0.0566,0.002,12.0,386.0,11.0,375.0,46.39241,-94.63623,2021.0,2.0,6.0
0.9452,0.0548,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,1262.0,459.0,182.0,61.0,24670.0,4110.0,19486.0,2953.0,0.7898,0.7201,0.0511,0.0186,0.0443,0.0149,10.0,1642.0,90.0,1552.0,40.367474,-82.996216,2022.0,9.0,3.0
0.9231,0.0769,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,66.0,29.0,4.0,3.0,9138.0,1366.0,7175.0,981.0,0.785,0.7181,0.0072,0.0031,0.0032,0.0022,18.0,26.0,2.0,24.0,46.39241,-94.63623,2024.0,5.0,11.0
0.9652,0.0348,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,2400.0,250.0,273.0,26.0,60893.0,10236.0,48855.0,7203.0,0.8022,0.7036,0.0394,0.0041,0.0267,0.0025,115.0,2698.0,94.0,2604.0,36.778259,-119.417931,2023.0,2.0,11.0
0.9539,0.0461,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,538.0,537.0,68.0,59.0,20502.0,2880.0,16001.0,2182.0,0.7804,0.7576,0.0262,0.0262,0.0237,0.0204,663.0,542.0,25.0,517.0,44.182205,-84.506836,2024.0,2.0,24.0
0.9699,0.0301,0.9714,0.9714,0.9714,0.9714,0.9714,0.9686,0.9714,0.9686,0.9686,0.9686,0.9686,0.9686,0.9686,0.9714,0.9714,0.9714,0.9714,0.9714,2488.0,828.0,314.0,118.0,61150.0,9862.0,48886.0,6946.0,0.7994,0.7073,0.0403,0.0135,0.0318,0.0119,1019.0,2956.0,89.0,2867.0,36.778259,-119.417931,2024.0,1.0,27.0
0.9657,0.0343,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,0.9831,237.0,59.0,20.0,8.0,6519.0,768.0,5357.0,578.0,0.8217,0.753,0.0364,0.0091,0.0266,0.0105,85.0,233.0,8.0,225.0,44.0,-120.5,2024.0,1.0,27.0
0.9458,0.0542,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,0.9779,483.0,22.0,74.0,3.0,26285.0,4177.0,20087.0,2921.0,0.7641,0.6993,0.0184,0.0008,0.0177,0.0007,26.0,719.0,39.0,680.0,40.367474,-82.996216,2023.0,11.0,18.0
0.9654,0.0346,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,0.9873,553.0,289.0,62.0,43.0,43810.0,5479.0,34820.0,3905.0,0.7948,0.7127,0.0126,0.0066,0.0113,0.0078,385.0,491.0,17.0,474.0,43.0,-75.0,2024.0,4.0,6.0
0.9352,0.0648,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,765.0,148.0,150.0,13.0,25257.0,4334.0,19563.0,2947.0,0.7745,0.68,0.0303,0.0059,0.0347,0.003,75.0,586.0,38.0,548.0,40.367474,-82.996216,2022.0,3.0,19.0
0.9865,0.0135,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,81.0,3.0,10.0,1.0,9578.0,1291.0,7848.0,867.0,0.8192,0.6714,0.0084,0.0003,0.0078,0.0008,2.0,74.0,1.0,73.0,39.045753,-76.641273,2023.0,6.0,24.0
0.9894,0.0106,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,246.0,4.0,21.0,1.0,9086.0,1346.0,7562.0,1031.0,0.8321,0.7657,0.0271,0.0004,0.0159,0.0005,4.0,283.0,3.0,280.0,46.39241,-94.63623,2023.0,10.0,28.0
0.9707,0.0293,0.9714,0.9714,0.9714,0.9714,0.9714,0.9686,0.9714,0.9686,0.9686,0.9686,0.9686,0.9686,0.9686,0.9714,0.9714,0.9714,0.9714,0.9714,2571.0,928.0,314.0,151.0,61067.0,9841.0,48701.0,6915.0,0.7975,0.7056,0.0418,0.0152,0.0319,0.0154,1015.0,3177.0,93.0,3084.0,36.778259,-119.417931,2024.0,1.0,20.0
0.9713,0.0287,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,423.0,2.0,46.0,1.0,6295.0,790.0,4999.0,587.0,0.7942,0.7424,0.0672,0.0004,0.0579,0.0014,1.0,488.0,14.0,474.0,44.0,-120.5,2022.0,8.0,6.0
0.9262,0.0738,0.9779,0.9779,0.9779,0.9779,0.9779,0.9724,0.9779,0.9724,0.9724,0.9724,0.9724,0.9724,0.9724,0.9779,0.9779,0.9779,0.9779,0.9779,208.0,225.0,41.0,39.0,26943.0,4100.0,19820.0,2796.0,0.7355,0.6958,0.0077,0.0083,0.0101,0.0096,263.0,298.0,22.0,276.0,40.367474,-82.996216,2024.0,3.0,30.0
0.9662,0.0338,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,242.0,39.0,29.0,2.0,20047.0,3395.0,14123.0,2295.0,0.7044,0.6759,0.0121,0.002,0.0085,0.0005,43.0,237.0,8.0,229.0,35.860119,-86.660156,2023.0,10.0,28.0
0.9632,0.0368,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,0.9661,142.0,46.0,13.0,10.0,6558.0,776.0,5084.0,551.0,0.7752,0.7103,0.0217,0.007,0.0173,0.0127,75.0,136.0,5.0,131.0,44.0,-120.5,2024.0,3.0,9.0
0.969,0.031,0.9834,0.9834,0.9779,0.9779,0.9779,0.9834,0.9834,0.9834,0.9724,0.9834,0.9724,0.9834,0.9779,0.9834,0.9779,0.9834,0.9834,0.9724,4671.0,67.0,1140.0,8.0,27232.0,4940.0,21830.0,3599.0,0.8015,0.7594,0.1715,0.0025,0.2308,0.0017,65.0,4359.0,135.0,4224.0,40.367474,-82.996216,2021.0,12.0,25.0
0.8938,0.1062,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,310.0,5.0,50.0,1.0,9949.0,1615.0,6657.0,939.0,0.6688,0.5815,0.0313,0.0005,0.0307,0.0006,9.0,631.0,67.0,564.0,39.113014,-105.358887,2022.0,7.0,23.0
0.9717,0.0283,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,296.0,123.0,42.0,20.0,7867.0,1081.0,5867.0,779.0,0.7459,0.7207,0.0377,0.0156,0.0392,0.0184,155.0,353.0,10.0,343.0,41.599998,-72.699997,2024.0,2.0,3.0
0.9573,0.0427,1.0,1.0,1.0,1.0,1.0,0.9873,1.0,0.9873,1.0,0.9873,1.0,0.9873,0.9873,1.0,1.0,1.0,1.0,1.0,2195.0,15.0,234.0,1.0,42133.0,5388.0,32544.0,3781.0,0.7724,0.7017,0.0518,0.0003,0.0435,0.0002,23.0,1989.0,85.0,1904.0,43.0,-75.0,2022.0,9.0,10.0
0.9741,0.0259,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,319.0,107.0,37.0,14.0,7814.0,1065.0,5440.0,745.0,0.6962,0.6994,0.0408,0.0137,0.0345,0.0129,193.0,464.0,12.0,452.0,41.599998,-72.699997,2024.0,1.0,6.0
0.9944,0.0056,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,161.0,6.0,19.0,1.0,7464.0,1150.0,5564.0,783.0,0.7454,0.6808,0.0216,0.0008,0.0168,0.0005,12.0,178.0,1.0,177.0,41.599998,-72.699997,2023.0,11.0,11.0
0.978,0.022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,453.0,18.0,49.0,1.0,9924.0,1325.0,8239.0,914.0,0.8303,0.6899,0.0456,0.0018,0.0371,0.0004,41.0,454.0,10.0,444.0,39.045753,-76.641273,2023.0,2.0,18.0
0.9549,0.0451,0.9657,0.9657,0.9657,0.9657,0.9657,0.9657,0.9657,0.9657,0.9657,0.9657,0.9657,0.9657,0.9657,0.9657,0.9657,0.9657,0.9657,0.9657,3311.0,140.0,362.0,19.0,57868.0,9902.0,44814.0,6584.0,0.7743,0.6649,0.0572,0.0024,0.0366,0.0019,179.0,4190.0,189.0,4001.0,36.778259,-119.417931,2022.0,7.0,9.0
0.9738,0.0262,0.9789,0.9789,0.9789,0.9789,0.9789,0.9437,0.9789,0.9437,0.9789,0.9437,0.9789,0.9437,0.9437,0.9789,0.9789,0.9789,0.9789,0.9789,895.0,24.0,116.0,32.0,17197.0,3061.0,13737.0,2393.0,0.7989,0.7817,0.0469,0.0014,0.0378,0.0103,25.0,1032.0,27.0,1005.0,33.247875,-83.441162,2022.0,7.0,9.0
0.9646,0.0354,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,180.0,11.0,24.0,1.0,7688.0,1091.0,5637.0,757.0,0.7333,0.694,0.0235,0.0014,0.0222,0.0007,22.0,254.0,9.0,245.0,41.599998,-72.699997,2023.0,11.0,25.0
0.9234,0.0766,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,240.0,154.0,34.0,26.0,10399.0,1600.0,7012.0,1024.0,0.6743,0.6401,0.0231,0.0148,0.0214,0.0162,286.0,431.0,33.0,398.0,39.113014,-105.358887,2024.0,1.0,20.0
0.9539,0.0461,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,377.0,122.0,35.0,15.0,7826.0,1064.0,5915.0,793.0,0.7558,0.7447,0.0481,0.0156,0.0329,0.0144,159.0,477.0,22.0,455.0,41.599998,-72.699997,2024.0,1.0,20.0
0.9385,0.0615,0.9648,0.9648,0.9648,0.9648,0.9648,0.9507,0.9648,0.9507,0.9507,0.9507,0.9507,0.9507,0.9507,0.9648,0.9648,0.9648,0.9648,0.9648,337.0,95.0,68.0,74.0,20184.0,2988.0,14948.0,2263.0,0.7406,0.7594,0.0165,0.0047,0.0228,0.0248,39.0,374.0,23.0,351.0,33.247875,-83.441162,2023.0,10.0,21.0
0.9783,0.0217,0.4068,0.4068,0.4068,0.4068,0.4068,0.4068,0.4068,0.4068,0.4068,0.4068,0.4068,0.4068,0.4068,0.4068,0.4068,0.4068,0.4068,0.4068,31.0,12.0,3.0,2.0,2893.0,304.0,2575.0,252.0,0.8901,0.8262,0.0107,0.0041,0.0099,0.008,16.0,46.0,1.0,45.0,44.0,-120.5,2024.0,6.0,15.0
0.9603,0.0397,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,83.0,5.0,7.0,1.0,5702.0,910.0,2587.0,504.0,0.4535,0.5541,0.0146,0.0009,0.008,0.0009,9.0,126.0,5.0,121.0,39.41922,-111.950684,2023.0,10.0,28.0
0.9578,0.0422,0.9686,0.9686,0.9686,0.9686,0.9686,0.9686,0.9686,0.9686,0.9629,0.9686,0.9629,0.9686,0.9686,0.9686,0.9686,0.9686,0.9686,0.9686,2544.0,1271.0,294.0,178.0,59724.0,9682.0,45699.0,6641.0,0.7651,0.6875,0.0426,0.0213,0.0304,0.0184,1709.0,3628.0,153.0,3475.0,36.778259,-119.417931,2024.0,1.0,6.0
0.9711,0.0289,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,412.0,62.0,45.0,6.0,9578.0,1296.0,8141.0,907.0,0.8499,0.6996,0.043,0.0065,0.0347,0.0049,114.0,450.0,13.0,437.0,39.045753,-76.641273,2023.0,12.0,23.0
0.9474,0.0526,0.973,0.9459,0.9459,0.9459,0.9459,0.9459,0.9459,0.9459,0.9459,0.9459,0.9459,0.9459,0.9459,0.9459,0.9459,0.973,0.9459,0.9459,27.0,15.0,6.0,3.0,3653.0,534.0,2800.0,302.0,0.7663,0.5645,0.0073,0.0041,0.0104,0.0051,15.0,19.0,1.0,18.0,34.307144,-106.018066,2024.0,5.0,18.0
0.9377,0.0623,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,259.0,440.0,31.0,44.0,20546.0,2863.0,15800.0,2149.0,0.7689,0.7507,0.0126,0.0214,0.0108,0.0155,478.0,257.0,16.0,241.0,44.182205,-84.506836,2024.0,4.0,6.0
0.9617,0.0383,0.9829,0.9829,0.9829,0.9829,0.9829,0.9829,0.9829,0.9829,0.9829,0.9829,0.9829,0.9829,0.9829,0.9829,0.9829,0.9829,0.9829,0.9829,1819.0,359.0,233.0,38.0,59419.0,9955.0,46964.0,7062.0,0.7903,0.7094,0.0306,0.006,0.0234,0.0038,789.0,2297.0,88.0,2209.0,36.778259,-119.417931,2022.0,11.0,19.0
0.9527,0.0473,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,496.0,5.0,63.0,1.0,6332.0,804.0,5125.0,599.0,0.8094,0.7452,0.0783,0.0007,0.078,0.0014,7.0,507.0,24.0,483.0,44.0,-120.5,2022.0,7.0,23.0
0.9621,0.0379,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,607.0,27.0,76.0,2.0,19742.0,2917.0,15554.0,2111.0,0.7878,0.7239,0.0308,0.0014,0.0261,0.0008,36.0,660.0,25.0,635.0,44.182205,-84.506836,2023.0,3.0,18.0
0.9574,0.0426,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,283.0,16.0,32.0,2.0,6721.0,823.0,5216.0,595.0,0.776,0.7238,0.0421,0.0024,0.0394,0.0026,36.0,305.0,13.0,292.0,44.0,-120.5,2022.0,5.0,28.0
0.9329,0.0671,0.9718,0.9718,0.9718,0.9718,0.9718,0.9366,0.9718,0.9366,0.9718,0.9366,0.9718,0.9366,0.9366,0.9718,0.9718,0.9718,0.9718,0.9718,1380.0,16.0,189.0,33.0,17376.0,3062.0,14270.0,2394.0,0.8213,0.7818,0.075,0.0009,0.0617,0.0107,10.0,1551.0,104.0,1447.0,33.247875,-83.441162,2022.0,8.0,20.0
0.9536,0.0464,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,695.0,452.0,86.0,64.0,24633.0,4125.0,19043.0,2876.0,0.7729,0.6971,0.0282,0.0184,0.0208,0.0155,45.0,1014.0,47.0,967.0,40.367474,-82.996216,2022.0,6.0,4.0
0.9599,0.0401,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,281.0,16.0,48.0,3.0,25563.0,4181.0,19750.0,2953.0,0.7723,0.7061,0.011,0.0006,0.0115,0.0006,11.0,324.0,13.0,311.0,40.367474,-82.996216,2023.0,5.0,27.0
0.9484,0.0516,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,0.9813,250.0,37.0,29.0,1.0,19906.0,3390.0,14136.0,2305.0,0.7101,0.68,0.0126,0.0019,0.0086,0.0004,44.0,252.0,13.0,239.0,35.860119,-86.660156,2023.0,11.0,4.0
0.9654,0.0346,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,169.0,11.0,19.0,2.0,25531.0,4156.0,19491.0,2905.0,0.7634,0.6991,0.0066,0.0004,0.0047,0.0005,9.0,231.0,8.0,223.0,40.367474,-82.996216,2023.0,8.0,12.0
0.958,0.042,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,519.0,105.0,72.0,12.0,19909.0,2962.0,15693.0,2200.0,0.7881,0.7426,0.026,0.0053,0.0244,0.004,136.0,667.0,28.0,639.0,44.182205,-84.506836,2022.0,5.0,7.0
0.9687,0.0313,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,1408.0,45.0,166.0,7.0,59729.0,10146.0,47251.0,6928.0,0.791,0.6828,0.0236,0.0008,0.0164,0.0006,33.0,1692.0,53.0,1639.0,36.778259,-119.417931,2023.0,4.0,22.0
0.9519,0.0481,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,0.9834,429.0,417.0,60.0,56.0,24617.0,4138.0,18947.0,2762.0,0.7695,0.6707,0.0174,0.0169,0.0145,0.0136,99.0,603.0,29.0,574.0,40.367474,-82.996216,2022.0,5.0,14.0
0.9459,0.0541,0.9648,0.9648,0.9648,0.9648,0.9648,0.9437,0.9648,0.9437,0.9507,0.9437,0.9507,0.9437,0.9437,0.9648,0.9648,0.9648,0.9648,0.9648,449.0,86.0,69.0,67.0,19830.0,2964.0,15228.0,2273.0,0.7679,0.7689,0.0222,0.0043,0.0232,0.0227,19.0,629.0,34.0,595.0,33.247875,-83.441162,2023.0,8.0,26.0
0.9653,0.0347,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,363.0,29.0,55.0,2.0,17720.0,3263.0,12638.0,2185.0,0.7132,0.6696,0.0205,0.0016,0.0169,0.0007,44.0,317.0,11.0,306.0,35.860119,-86.660156,2022.0,10.0,15.0
0.9725,0.0275,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,134.0,48.0,17.0,4.0,9616.0,1270.0,8005.0,853.0,0.8325,0.6712,0.0139,0.005,0.0132,0.0035,76.0,109.0,3.0,106.0,39.045753,-76.641273,2024.0,4.0,6.0
0.9389,0.0611,0.9577,0.9577,0.9577,0.9577,0.9577,0.9507,0.9577,0.9507,0.9577,0.9507,0.9577,0.9507,0.9507,0.9577,0.9577,0.9577,0.9577,0.9577,822.0,530.0,130.0,210.0,20724.0,3038.0,16501.0,2512.0,0.7963,0.8271,0.0397,0.0256,0.0429,0.0691,452.0,818.0,50.0,768.0,33.247875,-83.441162,2024.0,2.0,3.0
0.9086,0.0914,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,198.0,17.0,32.0,2.0,8944.0,1307.0,7340.0,1001.0,0.8204,0.7659,0.0222,0.0019,0.0246,0.0012,28.0,175.0,16.0,159.0,46.39241,-94.63623,2022.0,4.0,16.0
0.986,0.014,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1136.0,1.0,221.0,1.0,7764.0,1396.0,6083.0,816.0,0.7835,0.5849,0.1463,0.0001,0.1581,0.0007,1.0,1072.0,15.0,1057.0,41.599998,-72.699997,2021.0,1.0,16.0
0.9333,0.0667,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,177.0,8.0,23.0,1.0,10115.0,1561.0,6756.0,960.0,0.6679,0.615,0.0175,0.0008,0.0149,0.0009,12.0,300.0,20.0,280.0,39.113014,-105.358887,2023.0,3.0,25.0
0.9616,0.0384,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,0.9929,953.0,141.0,100.0,13.0,19740.0,2956.0,15938.0,2262.0,0.8074,0.7653,0.0483,0.0072,0.0337,0.0045,143.0,1067.0,41.0,1026.0,44.182205,-84.506836,2022.0,5.0,28.0
0.9333,0.0667,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,73.0,5.0,11.0,1.0,5732.0,911.0,3495.0,585.0,0.6096,0.6427,0.0127,0.0009,0.0119,0.0011,5.0,120.0,8.0,112.0,39.41922,-111.950684,2023.0,11.0,4.0
0.9455,0.0545,0.9718,0.9718,0.9718,0.9718,0.9718,0.9366,0.9718,0.9366,0.9718,0.9366,0.9718,0.9366,0.9366,0.9718,0.9718,0.9718,0.9718,0.9718,582.0,59.0,88.0,34.0,17149.0,3065.0,13822.0,2434.0,0.806,0.7939,0.0323,0.0034,0.0287,0.0112,49.0,569.0,31.0,538.0,33.247875,-83.441162,2022.0,10.0,8.0
0.9521,0.0479,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,0.9889,399.0,163.0,62.0,22.0,10062.0,1591.0,7111.0,1008.0,0.7067,0.6337,0.0396,0.0161,0.0392,0.0138,253.0,584.0,28.0,556.0,39.113014,-105.358887,2022.0,12.0,24.0
0.9662,0.0338,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,0.9792,278.0,77.0,36.0,9.0,9703.0,1291.0,8292.0,902.0,0.8545,0.6983,0.0286,0.0079,0.0282,0.007,118.0,237.0,8.0,229.0,39.045753,-76.641273,2024.0,3.0,2.0
0.961,0.039,0.9626,0.9626,0.9626,0.9626,0.9626,0.9626,0.9626,0.9626,0.9626,0.9626,0.9626,0.9626,0.9626,0.9626,0.9626,0.9626,0.9626,0.9626,740.0,216.0,92.0,26.0,17488.0,3275.0,12380.0,2149.0,0.7078,0.6559,0.0423,0.0124,0.0281,0.008,248.0,794.0,31.0,763.0,35.860119,-86.660156,2023.0,1.0,7.0
